mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_neighbors,param_classifier__p,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.03819894790649414,0.01062525951293061,0.0,0.0,13,3,MaxAbsScaler(),"{'classifier__n_neighbors': 13, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.012202024459838867,0.005496304834379482,0.0,0.0,14,1,StandardScaler(),"{'classifier__n_neighbors': 14, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.03779869079589844,0.008749490102061384,0.010603857040405274,0.0037275331410619454,14,1,MaxAbsScaler(),"{'classifier__n_neighbors': 14, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.02320075035095215,0.009926774539799796,0.0,0.0,14,2,StandardScaler(),"{'classifier__n_neighbors': 14, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.06483187675476074,0.019901017715101884,0.9379262924194336,0.10339233208881583,14,2,MaxAbsScaler(),"{'classifier__n_neighbors': 14, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8728528134470585,0.0002561939575717709,1,0.8729809104258444,0.872637181134153,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728160389396376,0.00010884661433022935
0.010399293899536134,0.002653336402314564,0.0,0.0,14,3,StandardScaler(),"{'classifier__n_neighbors': 14, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.03521265983581543,0.0016181313841506068,0.0,0.0,14,3,MaxAbsScaler(),"{'classifier__n_neighbors': 14, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.008001613616943359,0.0008955938876224647,0.0,0.0,15,1,StandardScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.03760676383972168,0.002154079905147821,0.010393476486206055,0.002059241021814496,15,1,MaxAbsScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.01060171127319336,0.003385133216028378,0.0,0.0,15,2,StandardScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.03519692420959473,0.007702991231591955,0.6505039215087891,0.18914638326908448,15,2,MaxAbsScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8728528134470585,0.0002561939575717709,1,0.8729809104258444,0.872637181134153,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728160389396376,0.00010884661433022935
0.007408237457275391,0.0010142562932500114,0.0,0.0,15,3,StandardScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.04400200843811035,0.009572923114850562,0.0,0.0,15,3,MaxAbsScaler(),"{'classifier__n_neighbors': 15, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.008201885223388671,0.0018283897517615616,0.0,0.0,16,1,StandardScaler(),"{'classifier__n_neighbors': 16, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.0414339542388916,0.012660898938805955,0.010202598571777344,0.004914211431452697,16,1,MaxAbsScaler(),"{'classifier__n_neighbors': 16, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.009802436828613282,0.006644067571878967,0.0,0.0,16,2,StandardScaler(),"{'classifier__n_neighbors': 16, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.027594757080078126,0.001855052530795516,0.4718020439147949,0.07230090370079187,16,2,MaxAbsScaler(),"{'classifier__n_neighbors': 16, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8728528134470585,0.0002561939575717709,1,0.8729809104258444,0.872637181134153,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728160389396376,0.00010884661433022935
0.006602668762207031,0.0004911679335251687,0.0,0.0,16,3,StandardScaler(),"{'classifier__n_neighbors': 16, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.02539792060852051,0.0023305266352999206,0.0,0.0,16,3,MaxAbsScaler(),"{'classifier__n_neighbors': 16, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.005600881576538086,0.00048306316325948936,0.0,0.0,17,1,StandardScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.026000547409057616,0.0026092615496900173,0.0071980953216552734,0.0007505321592964631,17,1,MaxAbsScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.00579981803894043,0.0007470667030989027,0.0,0.0,17,2,StandardScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.02460317611694336,0.001494512758167907,0.370595121383667,0.026610663933165944,17,2,MaxAbsScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8728528134470585,0.0002561939575717709,1,0.8729809104258444,0.872637181134153,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728160389396376,0.00010884661433022935
0.0064028739929199215,0.0004874960399146586,0.0,0.0,17,3,StandardScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.0319920539855957,0.006610187862545539,0.0,0.0,17,3,MaxAbsScaler(),"{'classifier__n_neighbors': 17, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.008803462982177735,0.004018276285667501,0.0,0.0,18,1,StandardScaler(),"{'classifier__n_neighbors': 18, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.038203763961791995,0.015767243069173962,0.010396099090576172,0.006832599462854842,18,1,MaxAbsScaler(),"{'classifier__n_neighbors': 18, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.008199071884155274,0.0014631841678516577,0.0,0.0,18,2,StandardScaler(),"{'classifier__n_neighbors': 18, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.033001708984375,0.010640902236014937,0.4344627857208252,0.014366736944662777,18,2,MaxAbsScaler(),"{'classifier__n_neighbors': 18, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8728528134470585,0.0002561939575717709,1,0.8729809104258444,0.872637181134153,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728160389396376,0.00010884661433022935
0.004997634887695312,0.0006299984299905423,0.0,0.0,18,3,StandardScaler(),"{'classifier__n_neighbors': 18, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.023997974395751954,0.0010946469866859056,0.0,0.0,18,3,MaxAbsScaler(),"{'classifier__n_neighbors': 18, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.006002378463745117,0.0008944722782276826,0.0,0.0,19,1,StandardScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.029601049423217774,0.006467855857876373,0.0076023578643798825,0.0013578978214831916,19,1,MaxAbsScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.004998779296875,3.3703989118713935e-06,0.0,0.0,19,2,StandardScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.027199268341064453,0.0027899994805821223,0.3752011775970459,0.020858697701783974,19,2,MaxAbsScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8728528134470585,0.0002561939575717709,1,0.8729809104258444,0.872637181134153,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728160389396376,0.00010884661433022935
0.005400705337524414,0.0004901396229691025,0.0,0.0,19,3,StandardScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.025597476959228517,0.0004896365992987827,0.0,0.0,19,3,MaxAbsScaler(),"{'classifier__n_neighbors': 19, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.022601795196533204,0.0342069387114115,0.0,0.0,20,1,StandardScaler(),"{'classifier__n_neighbors': 20, 'classifier__p': 1, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.023404312133789063,0.0024959654294460223,0.028397846221923827,0.04430517622363426,20,1,MaxAbsScaler(),"{'classifier__n_neighbors': 20, 'classifier__p': 1, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
0.004805564880371094,0.0004009358434457538,0.0,0.0,20,2,StandardScaler(),"{'classifier__n_neighbors': 20, 'classifier__p': 2, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.027193498611450196,0.008681670324365157,0.34000420570373535,0.032640243258218744,20,2,MaxAbsScaler(),"{'classifier__n_neighbors': 20, 'classifier__p': 2, 'scaler': MaxAbsScaler()}",0.8723404255319149,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8729809104258444,0.8728528134470585,0.0002561939575717709,1,0.8729809104258444,0.872637181134153,0.8728207010460635,0.8728207010460635,0.8728207010460635,0.8728160389396376,0.00010884661433022935
0.004597806930541992,0.0004932219860715518,0.0,0.0,20,3,StandardScaler(),"{'classifier__n_neighbors': 20, 'classifier__p': 3, 'scaler': StandardScaler()}",,,,,,,,19,,,,,,,
0.02240157127380371,0.001633036441157393,0.0,0.0,20,3,MaxAbsScaler(),"{'classifier__n_neighbors': 20, 'classifier__p': 3, 'scaler': MaxAbsScaler()}",,,,,,,,19,,,,,,,
